,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
34,11,3,-0.32109415682833864,1,3,3,0,4,0,16,2,2,4,2,8,4,1.1172352761668802,0.9755751289855163,3,1,8,8,0,4,2,1.5558129812160681,-0.2886528311122454,-0.36050438139469954,1.1482493240167713,1,0,1,1.0308391803169965,-0.7951632272572445,0,0.08668621217101834,1,0,2,0,2,1,0,4,6,1,2,0.3884304420921479,2,0.8679893897624237,0.005129230405811376,-0.3593249004055313,0,-0.2702083542015609,0,0,7,1,8,4,277500
35,5,3,0.2907613413905151,1,3,3,0,4,0,16,2,2,0,5,7,4,1.084114532533433,0.9755751289855163,1,1,12,13,2,4,2,-0.9730181828073765,-0.2886528311122454,1.2446007855016932,0.13583368147422692,1,0,1,-0.07925033130947681,2.229730865761556,0,1.782858556451377,0,0,3,1,4,1,2,7,6,1,3,1.020063737774501,2,0.14968953515089434,-0.2213428379152946,-0.3593249004055313,0,-0.2702083542015609,0,0,8,0,8,4,309000
36,0,3,0.034293164495830995,1,3,3,0,0,0,5,2,2,0,2,4,4,0.7529070961989605,0.4910399240872828,1,1,12,13,3,4,2,-0.9730181828073765,-0.2886528311122454,1.1993227836146299,0.0902293732515898,1,0,1,-0.169817074682266,-0.7951632272572445,0,-0.7966179042667891,0,0,1,1,3,1,3,4,6,0,2,0.9311671998636514,2,2.3764190844466357,0.2617975745030648,-0.3593249004055313,0,-0.2702083542015609,0,0,5,3,8,4,145000
37,0,3,-0.19892350124622843,1,3,3,0,4,0,12,2,2,0,2,4,5,-0.5719226491389294,0.24877232163816604,3,1,13,14,3,4,1,1.6874087052762647,-0.2886528311122454,-1.0940080119651243,0.5462724554779611,1,2,1,0.34770717316224364,-0.7951632272572445,0,-0.41588337131945835,0,1,1,0,3,1,3,3,6,1,2,0.11706206320639612,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,9,3,8,4,153000
38,0,3,-0.26005894005269864,1,3,3,0,4,0,12,2,2,0,2,4,6,-0.6050433927723767,1.072482169965163,1,1,12,13,3,2,1,0.6302563886593521,-0.2886528311122454,-0.546144189131659,-0.0009792431936844568,1,4,1,-0.2733219242511679,-0.7951632272572445,0,-0.8727648108562553,1,0,1,0,3,1,2,3,6,0,1,-1.0619867554006632,2,-0.7521758378613592,0.08061991984618004,-0.3593249004055313,0,-0.2702083542015609,0,0,0,4,8,0,109000
39,10,3,-0.4486768020752839,1,3,3,0,4,0,7,2,2,2,2,3,4,-0.5388019055054822,-1.4471008955056512,1,1,0,10,3,4,2,-0.9730181828073765,-0.2886528311122454,-1.28417561989079,-2.411166932760057,1,4,0,-0.02749790652502585,-0.7951632272572445,0,-0.6919159077062732,0,0,2,0,2,2,1,4,6,0,0,-2.2129629830885067,0,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,5,2,8,1,82000
40,0,3,-0.18629552536161326,1,3,3,0,4,0,12,2,2,0,2,5,4,-0.20759446917100974,-0.9625656906074178,1,1,13,14,3,4,1,0.43724932670439703,-0.2886528311122454,-0.27674007790363253,0.06970743455140309,1,0,1,0.41757294662125244,-0.7951632272572445,0,-0.36448420937156867,0,0,2,0,3,1,3,4,6,1,2,-0.15430631567935563,2,-0.7521758378613592,1.379059778220521,-0.3593249004055313,0,-0.2702083542015609,0,0,11,0,8,0,160000
41,0,3,0.6402355628956983,1,3,3,0,4,0,23,2,2,0,2,4,5,-0.40631893097169325,-1.253286813546358,1,1,12,13,3,2,1,1.1478662366294587,-0.2886528311122454,-0.41710188375352863,0.6671238722679494,1,2,1,0.42792343157814267,-0.7951632272572445,0,-0.35686951871262207,0,1,1,1,2,1,3,3,6,2,1,-0.7719033159021009,1,-0.7521758378613592,0.8657230900260141,-0.3593249004055313,0,-0.2702083542015609,0,0,6,1,8,4,170000
42,9,3,-0.13397962526820759,1,0,3,0,1,0,20,2,2,0,6,4,6,0.38857891623104074,-0.09040232179059743,1,1,6,6,3,4,1,0.6653485817420711,0.2880412245132612,-1.28417561989079,-0.4957859874092973,1,2,1,-0.7209803986366687,-0.7951632272572445,0,-1.2021001818556964,1,0,1,0,2,1,2,3,6,0,2,0.14513465412561183,2,1.1632904411027192,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,11,1,8,4,144000
43,0,3,-0.131975184651602,1,0,3,0,1,0,5,2,2,0,2,4,5,0.12361296716346273,-0.2357628832600675,3,1,12,13,3,4,1,-0.3589048038597924,2.756043742136397,-0.9061043041338119,-0.2723248771183754,1,4,1,-0.5812488517186511,-0.7951632272572445,0,-1.0993018579599172,1,0,1,0,3,1,3,3,6,0,1,-0.7719033159021009,2,0.40508503901277143,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,6,2,8,4,130250
44,0,3,-0.25775383334360225,1,3,3,0,4,0,12,2,2,0,2,4,5,-0.40631893097169325,-1.253286813546358,1,1,3,14,3,4,1,-0.5804242726944566,2.8490589123985752,-0.23146207601656926,0.2110807900415782,1,0,1,-0.032673149003470944,-0.7951632272572445,0,-0.6957232530357464,1,0,1,0,3,1,3,4,6,0,1,-0.8093334371277219,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,4,0,8,4,141000
45,11,3,-0.28651755619189234,1,3,3,0,4,0,16,2,2,4,2,8,4,1.1172352761668802,0.9755751289855163,3,1,8,8,0,4,2,0.027109320050117642,-0.2886528311122454,1.6498389023909092,1.5837704675429558,1,0,1,1.5250748370085032,-0.7951632272572445,0,0.45028769113571926,1,0,2,0,2,1,0,4,6,1,2,0.4820057451562002,2,0.812121623292638,0.533564056488392,-0.3593249004055313,0,-0.2702083542015609,0,0,1,4,8,4,319900
46,4,3,0.23102901101566883,1,0,3,0,1,0,11,2,2,0,0,6,4,1.0509937888999856,0.8786680880058696,1,1,12,13,2,4,2,1.990078870614717,-0.2886528311122454,-1.0962719120594775,0.8586619668030254,1,0,1,0.9195714670304268,0.6508278126631065,0,1.206045739036171,1,0,1,1,1,1,2,4,6,1,2,0.9218096695572461,2,0.5886505574134956,-0.05526332114648355,-0.3593249004055313,0,3.282105576972537,0,0,7,3,8,0,239686
47,0,1,0.058045785802607136,1,3,3,0,4,0,21,2,2,0,2,7,4,1.1503560198003273,1.0240286494753397,1,1,12,13,2,4,2,-0.9203798931832978,-0.2886528311122454,2.4105093340935717,1.3648697880742975,1,0,1,1.2766631980431384,-0.7951632272572445,0,0.2675351153210005,0,0,2,0,3,1,2,5,6,0,3,1.6516970334568541,2,-0.7521758378613592,1.4998448813251108,-0.3593249004055313,0,-0.2702083542015609,0,0,6,1,8,4,249700
48,14,4,-0.6074284989104459,1,3,3,0,4,0,17,2,2,1,5,3,4,-1.6980279326761358,1.1209356904549863,1,1,8,8,3,4,0,-0.9730181828073765,-0.2886528311122454,0.38205484955313795,-0.7329283901670104,1,2,1,-1.1039483420416059,0.8456126595620445,0,-0.12081410828527696,0,0,2,0,2,3,3,6,6,0,0,-2.2129629830885067,0,-0.7521758378613592,-0.704483250333654,1.310118339490632,0,-0.2702083542015609,0,0,5,3,6,5,113000
49,0,3,-0.2780989056021489,1,3,3,0,4,0,19,2,2,0,2,4,6,-0.1744737255375625,-0.9141121701175944,1,1,6,6,3,4,1,0.7004407748247903,-0.2886528311122454,-0.8495068017749828,-0.2335612151291338,1,0,1,-0.5372592906518678,-0.7951632272572445,0,-1.066939422659394,1,0,1,0,3,1,3,4,6,0,1,-0.4069596339522969,2,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,0,1,8,4,127000
50,5,3,0.335961477294971,1,1,3,0,0,0,8,2,2,0,5,5,5,0.8522693270993021,0.5879469650669296,1,1,12,13,3,4,2,-0.5738444864914468,-0.2886528311122454,0.10133123785334573,-0.6006758963213626,1,2,1,-0.9538663101666981,0.7539492021978383,0,-0.08654800032001718,0,1,2,0,3,1,3,4,6,0,2,-0.39760210364589166,2,-0.7521758378613592,0.42787709127187584,-0.3593249004055313,0,-0.2702083542015609,0,0,6,1,8,4,177000
51,4,4,-0.4286323959092281,1,3,3,0,4,0,3,2,2,0,0,5,5,-1.2343375218078745,-1.689368497954768,1,1,13,14,3,4,2,-0.9730181828073765,-0.2886528311122454,0.563166857101391,-0.5505111572764618,1,4,1,-0.8969386429038021,-0.7951632272572445,9,-0.6462277637525935,0,0,1,0,3,1,3,4,6,1,2,0.2574250178024746,2,0.14170842565521066,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,3,8,0,8,4,114500
52,10,4,-0.20493682309604516,0,1,0,0,0,1,9,8,2,2,2,4,4,-0.27383595643790426,-1.0594727315870645,1,1,13,14,1,4,1,-0.7449189277697024,4.126467250665827,-1.28417561989079,-0.5505111572764618,1,4,0,-0.8969386429038021,-0.7951632272572445,0,-1.331549923057789,1,0,1,0,2,1,3,3,6,0,2,0.20127983596404322,2,0.09382176868110871,-0.704483250333654,-0.3593249004055313,0,-0.2702083542015609,0,0,4,4,8,4,110000
53,0,3,3.98424384357879,1,0,2,0,4,0,24,2,2,0,2,8,4,0.32233742896414624,0.10341176016869598,1,7,14,15,2,4,1,2.9967861596752208,-0.2886528311122454,-1.2117308168714889,1.7889898545448228,1,2,1,1.7579607485385325,-0.7951632272572445,0,0.6216182309620182,2,0,0,1,0,1,2,3,6,1,3,1.969853063874632,2,6.087634999939538,0.3825826776076547,-0.3593249004055313,0,-0.2702083542015609,0,0,10,0,8,4,385000
54,8,3,-0.33903390034695857,1,3,0,0,4,1,12,2,2,0,7,4,4,-0.5388019055054822,-1.4471008955056512,1,1,8,8,3,4,1,-0.13080554882211828,-0.2886528311122454,-1.28417561989079,-1.5355642148854238,1,4,1,0.5107273112332642,-0.7951632272572445,0,-0.2959519934410491,0,0,1,0,3,1,3,4,2,1,2,0.46329068454338973,2,-0.7521758378613592,0.050423644070032574,-0.3593249004055313,0,-0.2702083542015609,0,0,1,1,8,4,130000
